date,season_type,neutral,team_1,team_2,points_1,points_2,moneylines,game_url
04 Sep 2023,Regular,0,Athletics,Toronto Blue Jays,5,6,"[(154, -200), (165, -185), (163, -182)]",https://www.oddsportal.com/baseball/usa/mlb-2023/athletics-toronto-blue-jays-0O0tvjDA/
04 Sep 2023,Regular,0,Texas Rangers,Houston Astros,6,13,"[(-110, -110), (-115, -105), (-110, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2023/texas-rangers-houston-astros-KYMCwSmA/
04 Sep 2023,Regular,0,Chicago Cubs,San Francisco Giants,5,0,"[(-137, 110), (-125, 104), (-123, 112)]",https://www.oddsportal.com/baseball/usa/mlb-2023/chicago-cubs-san-francisco-giants-trO8v8Y3/
04 Sep 2023,Regular,0,Kansas City Royals,Chicago White Sox,12,1,"[(-175, 140), (-164, 145), (-161, 148)]",https://www.oddsportal.com/baseball/usa/mlb-2023/kansas-city-royals-chicago-white-sox-h2ozs1f2/
03 Sep 2023,Regular,0,Houston Astros,New York Yankees,1,6,"[(-149, 120), (-141, 120), (-125, 114)]",https://www.oddsportal.com/baseball/usa/mlb-2023/houston-astros-new-york-yankees-pbJPvHSn/
03 Sep 2023,Regular,0,Arizona Diamondbacks,Baltimore Orioles,5,8,"[(-149, 120), (-145, 125), (-139, 125)]",https://www.oddsportal.com/baseball/usa/mlb-2023/arizona-diamondbacks-baltimore-orioles-EwBtyZRB/
03 Sep 2023,Regular,0,Cleveland Guardians,Tampa Bay Rays,2,6,"[(125, -154), (129, -149), (129, -143)]",https://www.oddsportal.com/baseball/usa/mlb-2023/cleveland-guardians-tampa-bay-rays-hU9pzgsI/
03 Sep 2023,Regular,0,Los Angeles Dodgers,Atlanta Braves,3,1,"[(-110, -110), (-115, -105), (-111, 102)]",https://www.oddsportal.com/baseball/usa/mlb-2023/los-angeles-dodgers-atlanta-braves-8vTEIQBp/
03 Sep 2023,Regular,0,San Diego Padres,San Francisco Giants,4,0,"[(-137, 110), (-135, 114), (-125, 114)]",https://www.oddsportal.com/baseball/usa/mlb-2023/san-diego-padres-san-francisco-giants-Qgj3NFcC/
03 Sep 2023,Regular,0,Athletics,Los Angeles Angels,10,6,"[(110, -137), (114, -135), (117, -128)]",https://www.oddsportal.com/baseball/usa/mlb-2023/athletics-los-angeles-angels-KGBxxFC5/
03 Sep 2023,Regular,0,Colorado Rockies,Toronto Blue Jays,5,7,"[(204, -278), (210, -250), (213, -238)]",https://www.oddsportal.com/baseball/usa/mlb-2023/colorado-rockies-toronto-blue-jays-WldxuWc4/
03 Sep 2023,Regular,0,Texas Rangers,Minnesota Twins,6,5,"[(-149, 120), (-141, 120), (-147, 134)]",https://www.oddsportal.com/baseball/usa/mlb-2023/texas-rangers-minnesota-twins-6D7Yxeca/
03 Sep 2023,Regular,0,St.Louis Cardinals,Pittsburgh Pirates,6,4,"[(-141, 114), (-141, 120), (-133, 121)]",https://www.oddsportal.com/baseball/usa/mlb-2023/st-louis-cardinals-pittsburgh-pirates-OlITwyrg/
03 Sep 2023,Regular,0,Chicago White Sox,Detroit Tigers,2,3,"[(125, -154), (129, -149), (134, -147)]",https://www.oddsportal.com/baseball/usa/mlb-2023/chicago-white-sox-detroit-tigers-xYJLucDt/
03 Sep 2023,Regular,0,Kansas City Royals,Boston Red Sox,3,7,"[(154, -200), (165, -185), (163, -182)]",https://www.oddsportal.com/baseball/usa/mlb-2023/kansas-city-royals-boston-red-sox-zPXgpw5P/
03 Sep 2023,Regular,0,New York Mets,Seattle Mariners,6,3,"[(129, -161), (135, -154), (134, -147)]",https://www.oddsportal.com/baseball/usa/mlb-2023/new-york-mets-seattle-mariners-YJgBLgSO/
03 Sep 2023,Regular,0,Washington Nationals,Miami Marlins,4,6,"[(154, -200), (165, -185), (175, -192)]",https://www.oddsportal.com/baseball/usa/mlb-2023/washington-nationals-miami-marlins-URdfPyTa/
03 Sep 2023,Regular,0,Milwaukee Brewers,Philadelphia Phillies,2,4,"[(-110, -110), (-105, -115), (100, -109)]",https://www.oddsportal.com/baseball/usa/mlb-2023/milwaukee-brewers-philadelphia-phillies-n3iaOer6/
03 Sep 2023,Regular,0,Cincinnati Reds,Chicago Cubs,7,15,"[(125, -154), (129, -149), (129, -143)]",https://www.oddsportal.com/baseball/usa/mlb-2023/cincinnati-reds-chicago-cubs-KGk7MZCI/
02 Sep 2023,Regular,0,Los Angeles Dodgers,Atlanta Braves,2,4,"[(100, -125), (100, -120), (106, -116)]",https://www.oddsportal.com/baseball/usa/mlb-2023/los-angeles-dodgers-atlanta-braves-jybjQHDg/
02 Sep 2023,Regular,0,San Diego Padres,San Francisco Giants,6,1,"[(-189, 145), (-169, 150), (-164, 150)]",https://www.oddsportal.com/baseball/usa/mlb-2023/san-diego-padres-san-francisco-giants-xb3CEKEs/
02 Sep 2023,Regular,0,Arizona Diamondbacks,Baltimore Orioles,3,7,"[(110, -137), (110, -130), (108, -119)]",https://www.oddsportal.com/baseball/usa/mlb-2023/arizona-diamondbacks-baltimore-orioles-dEbnRcbm/
02 Sep 2023,Regular,0,Colorado Rockies,Toronto Blue Jays,8,7,"[(165, -213), (175, -208), (175, -196)]",https://www.oddsportal.com/baseball/usa/mlb-2023/colorado-rockies-toronto-blue-jays-hbcYuCrb/
02 Sep 2023,Regular,0,Milwaukee Brewers,Philadelphia Phillies,7,5,"[(120, -149), (125, -145), (127, -139)]",https://www.oddsportal.com/baseball/usa/mlb-2023/milwaukee-brewers-philadelphia-phillies-zkHpJ06Q/
02 Sep 2023,Regular,0,St.Louis Cardinals,Pittsburgh Pirates,6,7,"[(-154, 125), (-145, 125), (-143, 131)]",https://www.oddsportal.com/baseball/usa/mlb-2023/st-louis-cardinals-pittsburgh-pirates-pverSwqs/
02 Sep 2023,Regular,0,Texas Rangers,Minnesota Twins,7,9,"[(-200, 154), (-200, 170), (-185, 166)]",https://www.oddsportal.com/baseball/usa/mlb-2023/texas-rangers-minnesota-twins-jyxLAxE6/
02 Sep 2023,Regular,0,Chicago White Sox,Detroit Tigers,0,10,"[(-118, -110), (-115, -105), (-102, -106)]",https://www.oddsportal.com/baseball/usa/mlb-2023/chicago-white-sox-detroit-tigers-06JBXaLJ/
02 Sep 2023,Regular,0,Houston Astros,New York Yankees,4,5,"[(-200, 154), (-179, 160), (-179, 163)]",https://www.oddsportal.com/baseball/usa/mlb-2023/houston-astros-new-york-yankees-vcIFWJzQ/
02 Sep 2023,Regular,0,Kansas City Royals,Boston Red Sox,5,9,"[(150, -189), (150, -169), (152, -167)]",https://www.oddsportal.com/baseball/usa/mlb-2023/kansas-city-royals-boston-red-sox-YaRP9dTC/
02 Sep 2023,Regular,0,New York Mets,Seattle Mariners,7,8,"[(125, -154), (129, -149), (136, -149)]",https://www.oddsportal.com/baseball/usa/mlb-2023/new-york-mets-seattle-mariners-CjQT8GrJ/
02 Sep 2023,Regular,0,Cincinnati Reds,Chicago Cubs,2,1,"[(104, -133), (104, -125), (110, -120)]",https://www.oddsportal.com/baseball/usa/mlb-2023/cincinnati-reds-chicago-cubs-xYXGBIb0/
02 Sep 2023,Regular,0,Cleveland Guardians,Tampa Bay Rays,7,6,"[(100, -125), (100, -120), (104, -115)]",https://www.oddsportal.com/baseball/usa/mlb-2023/cleveland-guardians-tampa-bay-rays-rBYCCbqf/
02 Sep 2023,Regular,0,Athletics,Los Angeles Angels,2,1,"[(100, -125), (104, -125), (112, -122)]",https://www.oddsportal.com/baseball/usa/mlb-2023/athletics-los-angeles-angels-4KZ8DvUm/
02 Sep 2023,Regular,0,Washington Nationals,Miami Marlins,5,11,"[(104, -133), (110, -130), (112, -123)]",https://www.oddsportal.com/baseball/usa/mlb-2023/washington-nationals-miami-marlins-tSHtKtiK/
01 Sep 2023,Regular,0,Los Angeles Dodgers,Atlanta Braves,3,6,"[(100, -125), (-110, -110), (-101, -108)]",https://www.oddsportal.com/baseball/usa/mlb-2023/los-angeles-dodgers-atlanta-braves-SODxLMyE/
01 Sep 2023,Regular,0,Arizona Diamondbacks,Baltimore Orioles,4,2,"[(100, -125), (104, -125), (104, -112)]",https://www.oddsportal.com/baseball/usa/mlb-2023/arizona-diamondbacks-baltimore-orioles-nTzjcJq7/
01 Sep 2023,Regular,0,San Diego Padres,San Francisco Giants,7,3,"[(-141, 114), (-135, 114), (-135, 124)]",https://www.oddsportal.com/baseball/usa/mlb-2023/san-diego-padres-san-francisco-giants-v3BCq0F7/
01 Sep 2023,Regular,0,Athletics,Los Angeles Angels,9,2,"[(104, -133), (110, -130), (112, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2023/athletics-los-angeles-angels-QJZgdwaD/
01 Sep 2023,Regular,0,Colorado Rockies,Toronto Blue Jays,9,13,"[(165, -213), (170, -200), (175, -196)]",https://www.oddsportal.com/baseball/usa/mlb-2023/colorado-rockies-toronto-blue-jays-AZ7TthTi/
01 Sep 2023,Regular,0,St.Louis Cardinals,Pittsburgh Pirates,2,4,"[(-110, -110), (-110, -110), (-108, -101)]",https://www.oddsportal.com/baseball/usa/mlb-2023/st-louis-cardinals-pittsburgh-pirates-IgWobaU0/
01 Sep 2023,Regular,0,Chicago White Sox,Detroit Tigers,2,4,"[(110, -137), (114, -135), (117, -128)]",https://www.oddsportal.com/baseball/usa/mlb-2023/chicago-white-sox-detroit-tigers-dvrw0Lal/
01 Sep 2023,Regular,0,Houston Astros,New York Yankees,2,6,"[(-189, 150), (-179, 160), (-172, 158)]",https://www.oddsportal.com/baseball/usa/mlb-2023/houston-astros-new-york-yankees-v3XsauFf/
01 Sep 2023,Regular,0,Kansas City Royals,Boston Red Sox,13,2,"[(165, -213), (170, -200), (177, -196)]",https://www.oddsportal.com/baseball/usa/mlb-2023/kansas-city-royals-boston-red-sox-p4vZ01pr/
01 Sep 2023,Regular,0,Milwaukee Brewers,Philadelphia Phillies,7,5,"[(100, -125), (100, -120), (104, -114)]",https://www.oddsportal.com/baseball/usa/mlb-2023/milwaukee-brewers-philadelphia-phillies-Qa78pt01/
01 Sep 2023,Regular,0,Texas Rangers,Minnesota Twins,1,5,"[(-161, 129), (-149, 129), (-152, 138)]",https://www.oddsportal.com/baseball/usa/mlb-2023/texas-rangers-minnesota-twins-SOi75sxR/
01 Sep 2023,Regular,0,Cleveland Guardians,Tampa Bay Rays,3,2,"[(150, -189), (154, -175), (156, -172)]",https://www.oddsportal.com/baseball/usa/mlb-2023/cleveland-guardians-tampa-bay-rays-lYh36NMK/
01 Sep 2023,Regular,0,New York Mets,Seattle Mariners,2,1,"[(-110, -118), (-105, -115), (102, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2023/new-york-mets-seattle-mariners-Wdbb737E/
01 Sep 2023,Regular,0,Washington Nationals,Miami Marlins,5,8,"[(135, -167), (145, -164), (144, -156)]",https://www.oddsportal.com/baseball/usa/mlb-2023/washington-nationals-miami-marlins-ryI3oMpe/
01 Sep 2023,Regular,0,Cincinnati Reds,Chicago Cubs,3,2,"[(104, -133), (104, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2023/cincinnati-reds-chicago-cubs-h6af8qh8/
01 Sep 2023,Regular,0,Cincinnati Reds,Chicago Cubs,2,6,"[(100, -125), (100, -120), (108, -118)]",https://www.oddsportal.com/baseball/usa/mlb-2023/cincinnati-reds-chicago-cubs-QLtolvDD/
31 Aug 2023,Regular,0,Los Angeles Dodgers,Atlanta Braves,7,8,"[(120, -149), (120, -141), (127, -141)]",https://www.oddsportal.com/baseball/usa/mlb-2023/los-angeles-dodgers-atlanta-braves-4pJan2Vl/
31 Aug 2023,Regular,0,San Diego Padres,San Francisco Giants,2,7,"[(-137, 110), (-135, 114), (-125, 114)]",https://www.oddsportal.com/baseball/usa/mlb-2023/san-diego-padres-san-francisco-giants-KfdS4AoG/
31 Aug 2023,Regular,0,Washington Nationals,Miami Marlins,1,6,"[(129, -161), (135, -154), (137, -149)]",https://www.oddsportal.com/baseball/usa/mlb-2023/washington-nationals-miami-marlins-xW6N5jW9/
31 Aug 2023,Regular,0,Detroit Tigers,New York Yankees,4,3,"[(-110, -118), (-105, -115), (102, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2023/detroit-tigers-new-york-yankees-dKJemrGr/
30 Aug 2023,Regular,0,Los Angeles Dodgers,Arizona Diamondbacks,7,0,"[(-175, 140), (-169, 150), (-167, 150)]",https://www.oddsportal.com/baseball/usa/mlb-2023/los-angeles-dodgers-arizona-diamondbacks-OS2J6WG3/
