date,season_type,neutral,team_1,team_2,points_1,points_2,moneylines,game_url
24 May 2011,Regular,0,Colorado Rockies,Arizona Diamondbacks,12,4,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/colorado-rockies-arizona-diamondbacks-25ooLmNq/
23 May 2011,Regular,0,Los Angeles Angels,Athletics,4,1,"[(-222, 170)]",https://www.oddsportal.com/baseball/usa/mlb-2011/los-angeles-angels-athletics-WlPy8Lha/
23 May 2011,Regular,0,San Diego Padres,St.Louis Cardinals,1,3,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/san-diego-padres-st-louis-cardinals-2FKX81wg/
23 May 2011,Regular,0,Milwaukee Brewers,Washington Nationals,11,3,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/milwaukee-brewers-washington-nationals-OOLT9sOn/
23 May 2011,Regular,0,Minnesota Twins,Seattle Mariners,7,8,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/minnesota-twins-seattle-mariners-t0WOAN8t/
23 May 2011,Regular,0,Houston Astros,Los Angeles Dodgers,4,3,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/houston-astros-los-angeles-dodgers-nJS6jKNO/
23 May 2011,Regular,0,Texas Rangers,Chicago White Sox,4,0,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/texas-rangers-chicago-white-sox-4vucF30P/
23 May 2011,Regular,0,Cleveland Guardians,Boston Red Sox,3,2,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/cleveland-guardians-boston-red-sox-8ST2i08I/
23 May 2011,Regular,0,Detroit Tigers,Tampa Bay Rays,6,3,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/detroit-tigers-tampa-bay-rays-2Fb2gMw6/
23 May 2011,Regular,0,New York Yankees,Toronto Blue Jays,3,7,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/new-york-yankees-toronto-blue-jays-8habf2Oa/
23 May 2011,Regular,0,Philadelphia Phillies,Cincinnati Reds,10,3,"[(-200, 150)]",https://www.oddsportal.com/baseball/usa/mlb-2011/philadelphia-phillies-cincinnati-reds-t6c6htgC/
22 May 2011,Regular,0,Boston Red Sox,Chicago Cubs,5,1,"[(-222, 170)]",https://www.oddsportal.com/baseball/usa/mlb-2011/boston-red-sox-chicago-cubs-jXWoer9g/
22 May 2011,Regular,0,Arizona Diamondbacks,Minnesota Twins,3,2,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/arizona-diamondbacks-minnesota-twins-UHrwc4vs/
22 May 2011,Regular,0,San Diego Padres,Seattle Mariners,1,6,"[(120, -154)]",https://www.oddsportal.com/baseball/usa/mlb-2011/san-diego-padres-seattle-mariners-bZi72QGJ/
22 May 2011,Regular,0,San Francisco Giants,Athletics,5,4,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/san-francisco-giants-athletics-xQjB1pWP/
22 May 2011,Regular,0,Los Angeles Angels,Atlanta Braves,4,1,"[(110, -143)]",https://www.oddsportal.com/baseball/usa/mlb-2011/los-angeles-angels-atlanta-braves-88ssdOgm/
22 May 2011,Regular,0,Chicago White Sox,Los Angeles Dodgers,8,3,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/chicago-white-sox-los-angeles-dodgers-txnCvNOC/
22 May 2011,Regular,0,Kansas City Royals,St.Louis Cardinals,8,9,"[(140, -182)]",https://www.oddsportal.com/baseball/usa/mlb-2011/kansas-city-royals-st-louis-cardinals-nFn8u396/
22 May 2011,Regular,0,Milwaukee Brewers,Colorado Rockies,3,1,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/milwaukee-brewers-colorado-rockies-hCkGwsvJ/
22 May 2011,Regular,0,Baltimore Orioles,Washington Nationals,2,1,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/baltimore-orioles-washington-nationals-8Om4tqf0/
22 May 2011,Regular,0,Philadelphia Phillies,Texas Rangers,0,2,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/philadelphia-phillies-texas-rangers-8vWnr5Pm/
22 May 2011,Regular,0,Pittsburgh Pirates,Detroit Tigers,0,2,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/pittsburgh-pirates-detroit-tigers-jmgasPvf/
22 May 2011,Regular,0,Miami Marlins,Tampa Bay Rays,0,4,"[(120, -154)]",https://www.oddsportal.com/baseball/usa/mlb-2011/miami-marlins-tampa-bay-rays-EHWrqoAs/
22 May 2011,Regular,0,Toronto Blue Jays,Houston Astros,2,3,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/toronto-blue-jays-houston-astros-xduHmR1Q/
22 May 2011,Regular,0,Cleveland Guardians,Cincinnati Reds,12,4,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/cleveland-guardians-cincinnati-reds-Gti8kmXD/
22 May 2011,Regular,0,New York Yankees,New York Mets,9,3,"[(-200, 150)]",https://www.oddsportal.com/baseball/usa/mlb-2011/new-york-yankees-new-york-mets-fXkCl7nK/
21 May 2011,Regular,0,Arizona Diamondbacks,Minnesota Twins,9,6,"[(-118, -118)]",https://www.oddsportal.com/baseball/usa/mlb-2011/arizona-diamondbacks-minnesota-twins-t4CRSqu7/
21 May 2011,Regular,0,Los Angeles Angels,Atlanta Braves,4,5,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/los-angeles-angels-atlanta-braves-KfBVR3fD/
21 May 2011,Regular,0,San Diego Padres,Seattle Mariners,0,4,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/san-diego-padres-seattle-mariners-OxuiZfdM/
21 May 2011,Regular,0,Boston Red Sox,Chicago Cubs,3,9,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/boston-red-sox-chicago-cubs-86d2WRur/
21 May 2011,Regular,0,Milwaukee Brewers,Colorado Rockies,3,2,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/milwaukee-brewers-colorado-rockies-hdwYmfBF/
21 May 2011,Regular,0,New York Yankees,New York Mets,7,3,"[(-200, 150)]",https://www.oddsportal.com/baseball/usa/mlb-2011/new-york-yankees-new-york-mets-E5vUlzd9/
21 May 2011,Regular,0,Philadelphia Phillies,Texas Rangers,2,0,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/philadelphia-phillies-texas-rangers-jFJEVoel/
21 May 2011,Regular,0,San Francisco Giants,Athletics,3,0,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/san-francisco-giants-athletics-buNMTPP0/
21 May 2011,Regular,0,Pittsburgh Pirates,Detroit Tigers,6,2,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/pittsburgh-pirates-detroit-tigers-KruQkGt3/
21 May 2011,Regular,0,Miami Marlins,Tampa Bay Rays,5,3,"[(140, -182)]",https://www.oddsportal.com/baseball/usa/mlb-2011/miami-marlins-tampa-bay-rays-pxJIU5Af/
21 May 2011,Regular,0,Baltimore Orioles,Washington Nationals,8,3,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/baltimore-orioles-washington-nationals-GzKVRCld/
21 May 2011,Regular,0,Cleveland Guardians,Cincinnati Reds,2,1,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/cleveland-guardians-cincinnati-reds-McMMjdRd/
21 May 2011,Regular,0,Chicago White Sox,Los Angeles Dodgers,9,2,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/chicago-white-sox-los-angeles-dodgers-xpLRShZk/
21 May 2011,Regular,0,Kansas City Royals,St.Louis Cardinals,0,3,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/kansas-city-royals-st-louis-cardinals-8AGNTYJq/
21 May 2011,Regular,0,Toronto Blue Jays,Houston Astros,7,5,"[(-222, 170)]",https://www.oddsportal.com/baseball/usa/mlb-2011/toronto-blue-jays-houston-astros-61UeYEBS/
20 May 2011,Regular,0,San Francisco Giants,Athletics,2,1,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/san-francisco-giants-athletics-6HCvzysG/
20 May 2011,Regular,0,Los Angeles Angels,Atlanta Braves,9,0,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/los-angeles-angels-atlanta-braves-CfDzyHR9/
20 May 2011,Regular,0,San Diego Padres,Seattle Mariners,1,4,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/san-diego-padres-seattle-mariners-Y3EWycC3/
20 May 2011,Regular,0,Arizona Diamondbacks,Minnesota Twins,8,7,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/arizona-diamondbacks-minnesota-twins-hhcZxwcc/
20 May 2011,Regular,0,Chicago White Sox,Los Angeles Dodgers,4,6,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/chicago-white-sox-los-angeles-dodgers-rwryGFkp/
20 May 2011,Regular,0,Kansas City Royals,St.Louis Cardinals,3,0,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/kansas-city-royals-st-louis-cardinals-dtnuFZ4j/
20 May 2011,Regular,0,Milwaukee Brewers,Colorado Rockies,7,6,"[(-133, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2011/milwaukee-brewers-colorado-rockies-E1bVwJsi/
20 May 2011,Regular,0,Boston Red Sox,Chicago Cubs,15,5,"[(-250, 185)]",https://www.oddsportal.com/baseball/usa/mlb-2011/boston-red-sox-chicago-cubs-xd58KesT/
20 May 2011,Regular,0,Miami Marlins,Tampa Bay Rays,5,3,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/miami-marlins-tampa-bay-rays-b564LySM/
20 May 2011,Regular,0,Toronto Blue Jays,Houston Astros,2,5,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/toronto-blue-jays-houston-astros-UV10MHCG/
20 May 2011,Regular,0,Baltimore Orioles,Washington Nationals,5,17,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/baltimore-orioles-washington-nationals-4bkqOwr4/
20 May 2011,Regular,0,Cleveland Guardians,Cincinnati Reds,5,4,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/cleveland-guardians-cincinnati-reds-hOouPJSc/
20 May 2011,Regular,0,New York Yankees,New York Mets,1,2,"[(-200, 150)]",https://www.oddsportal.com/baseball/usa/mlb-2011/new-york-yankees-new-york-mets-KAmXQubo/
20 May 2011,Regular,0,Philadelphia Phillies,Texas Rangers,3,2,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/philadelphia-phillies-texas-rangers-nNvlNccA/
20 May 2011,Regular,0,Pittsburgh Pirates,Detroit Tigers,10,1,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/pittsburgh-pirates-detroit-tigers-b1nyQaDi/
19 May 2011,Regular,0,Los Angeles Dodgers,San Francisco Giants,1,3,"[(-133, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2011/los-angeles-dodgers-san-francisco-giants-x8grImfo/
19 May 2011,Regular,0,San Diego Padres,Milwaukee Brewers,1,0,"[(-118, -118)]",https://www.oddsportal.com/baseball/usa/mlb-2011/san-diego-padres-milwaukee-brewers-za7GMToU/
19 May 2011,Regular,0,Arizona Diamondbacks,Atlanta Braves,2,1,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/arizona-diamondbacks-atlanta-braves-tx8CN9WN/
19 May 2011,Regular,0,Chicago White Sox,Cleveland Guardians,8,2,"[(-133, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2011/chicago-white-sox-cleveland-guardians-SY38OkHH/
19 May 2011,Regular,0,Kansas City Royals,Texas Rangers,2,1,"[(-118, -118)]",https://www.oddsportal.com/baseball/usa/mlb-2011/kansas-city-royals-texas-rangers-pAE3PV1B/
19 May 2011,Regular,0,Boston Red Sox,Detroit Tigers,4,3,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/boston-red-sox-detroit-tigers-8QxlRiXb/
19 May 2011,Regular,0,Miami Marlins,Chicago Cubs,1,5,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/miami-marlins-chicago-cubs-21iiQBn5/
19 May 2011,Regular,0,Toronto Blue Jays,Tampa Bay Rays,3,2,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/toronto-blue-jays-tampa-bay-rays-UZwpSXHh/
19 May 2011,Regular,0,Baltimore Orioles,New York Yankees,2,13,"[(129, -167)]",https://www.oddsportal.com/baseball/usa/mlb-2011/baltimore-orioles-new-york-yankees-Y7pyUgmt/
19 May 2011,Regular,0,Philadelphia Phillies,Colorado Rockies,1,7,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/philadelphia-phillies-colorado-rockies-nBluTD2n/
19 May 2011,Regular,0,Seattle Mariners,Los Angeles Angels,2,1,"[(120, -154)]",https://www.oddsportal.com/baseball/usa/mlb-2011/seattle-mariners-los-angeles-angels-hUpN8AHU/
19 May 2011,Regular,0,Athletics,Minnesota Twins,1,11,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/athletics-minnesota-twins-EwnJ9j2O/
19 May 2011,Regular,0,St.Louis Cardinals,Houston Astros,4,2,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/st-louis-cardinals-houston-astros-d2iEAWnI/
19 May 2011,Regular,0,New York Mets,Washington Nationals,1,0,"[(-133, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2011/new-york-mets-washington-nationals-IBhABCXB/
19 May 2011,Regular,0,Cincinnati Reds,Pittsburgh Pirates,3,5,"[(-200, 150)]",https://www.oddsportal.com/baseball/usa/mlb-2011/cincinnati-reds-pittsburgh-pirates-Olg6ChI5/
18 May 2011,Regular,0,Los Angeles Dodgers,San Francisco Giants,5,8,"[(-133, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2011/los-angeles-dodgers-san-francisco-giants-0A82FEmg/
18 May 2011,Regular,0,Seattle Mariners,Los Angeles Angels,3,0,"[(129, -167)]",https://www.oddsportal.com/baseball/usa/mlb-2011/seattle-mariners-los-angeles-angels-rZc7EY2a/
18 May 2011,Regular,0,Athletics,Minnesota Twins,3,4,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/athletics-minnesota-twins-hp5fHzJt/
18 May 2011,Regular,0,San Diego Padres,Milwaukee Brewers,2,5,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/san-diego-padres-milwaukee-brewers-MJ9bGfYn/
18 May 2011,Regular,0,Arizona Diamondbacks,Atlanta Braves,5,4,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/arizona-diamondbacks-atlanta-braves-GKsRY2lE/
18 May 2011,Regular,0,St.Louis Cardinals,Houston Astros,5,1,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/st-louis-cardinals-houston-astros-AcuzAJBD/
18 May 2011,Regular,0,Chicago White Sox,Cleveland Guardians,1,0,"[(-133, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2011/chicago-white-sox-cleveland-guardians-dfyWAad7/
18 May 2011,Regular,0,Kansas City Royals,Texas Rangers,4,5,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/kansas-city-royals-texas-rangers-2XySBus1/
18 May 2011,Regular,0,Boston Red Sox,Detroit Tigers,1,0,"[(-200, 150)]",https://www.oddsportal.com/baseball/usa/mlb-2011/boston-red-sox-detroit-tigers-0MbEEscr/
18 May 2011,Regular,0,Cincinnati Reds,Pittsburgh Pirates,0,5,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/cincinnati-reds-pittsburgh-pirates-rsCnJNlR/
18 May 2011,Regular,0,Miami Marlins,Chicago Cubs,5,7,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/miami-marlins-chicago-cubs-rVLQD1Cl/
18 May 2011,Regular,0,New York Mets,Washington Nationals,3,0,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/new-york-mets-washington-nationals-OtwOCLRf/
18 May 2011,Regular,0,Toronto Blue Jays,Tampa Bay Rays,5,6,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/toronto-blue-jays-tampa-bay-rays-Uw8rK3ZK/
18 May 2011,Regular,0,Philadelphia Phillies,Colorado Rockies,2,1,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/philadelphia-phillies-colorado-rockies-8OJZLP48/
18 May 2011,Regular,0,Baltimore Orioles,New York Yankees,1,4,"[(-133, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2011/baltimore-orioles-new-york-yankees-nFIwLqKE/
17 May 2011,Regular,0,Los Angeles Dodgers,Milwaukee Brewers,3,0,"[(-133, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2011/los-angeles-dodgers-milwaukee-brewers-x03ubMC1/
17 May 2011,Regular,0,Seattle Mariners,Minnesota Twins,1,2,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/seattle-mariners-minnesota-twins-fyEza2ce/
17 May 2011,Regular,0,Athletics,Los Angeles Angels,14,0,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/athletics-los-angeles-angels-djeXarrk/
17 May 2011,Regular,0,Arizona Diamondbacks,San Diego Padres,6,1,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/arizona-diamondbacks-san-diego-padres-2TeT0OSr/
17 May 2011,Regular,0,St.Louis Cardinals,Philadelphia Phillies,2,1,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/st-louis-cardinals-philadelphia-phillies-d2og54KR/
17 May 2011,Regular,0,Chicago White Sox,Texas Rangers,4,3,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/chicago-white-sox-texas-rangers-0zhp7QkF/
17 May 2011,Regular,0,Kansas City Royals,Cleveland Guardians,3,7,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/kansas-city-royals-cleveland-guardians-vRjl6p5L/
17 May 2011,Regular,0,Cincinnati Reds,Chicago Cubs,7,5,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/cincinnati-reds-chicago-cubs-hAlx9nL2/
17 May 2011,Regular,0,Tampa Bay Rays,New York Yankees,2,6,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/tampa-bay-rays-new-york-yankees-0WmwnPDk/
17 May 2011,Regular,0,Colorado Rockies,San Francisco Giants,5,3,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/colorado-rockies-san-francisco-giants-MukZn5bq/
17 May 2011,Regular,0,Atlanta Braves,Houston Astros,3,1,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/atlanta-braves-houston-astros-GbC6iojS/
16 May 2011,Regular,0,Los Angeles Dodgers,Milwaukee Brewers,1,2,"[(110, -143)]",https://www.oddsportal.com/baseball/usa/mlb-2011/los-angeles-dodgers-milwaukee-brewers-4Gpjg7LF/
16 May 2011,Regular,0,Seattle Mariners,Minnesota Twins,5,2,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/seattle-mariners-minnesota-twins-QPonfm69/
16 May 2011,Regular,0,Athletics,Los Angeles Angels,5,4,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/athletics-los-angeles-angels-8liseTj3/
16 May 2011,Regular,0,Arizona Diamondbacks,San Diego Padres,4,8,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/arizona-diamondbacks-san-diego-padres-Uchwd9yc/
16 May 2011,Regular,0,Colorado Rockies,San Francisco Giants,7,4,"[(120, -154)]",https://www.oddsportal.com/baseball/usa/mlb-2011/colorado-rockies-san-francisco-giants-CxtmXPbd/
16 May 2011,Regular,0,Chicago White Sox,Texas Rangers,0,4,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/chicago-white-sox-texas-rangers-GU0CwSLS/
16 May 2011,Regular,0,Kansas City Royals,Cleveland Guardians,1,19,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/kansas-city-royals-cleveland-guardians-IwmvZoUq/
16 May 2011,Regular,0,Atlanta Braves,Houston Astros,3,2,"[(-250, 185)]",https://www.oddsportal.com/baseball/usa/mlb-2011/atlanta-braves-houston-astros-ned8v86M/
16 May 2011,Regular,0,Boston Red Sox,Baltimore Orioles,8,7,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/boston-red-sox-baltimore-orioles-4nZeuliG/
16 May 2011,Regular,0,Cincinnati Reds,Chicago Cubs,7,4,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/cincinnati-reds-chicago-cubs-MNqitUyA/
16 May 2011,Regular,0,New York Mets,Miami Marlins,1,2,"[(129, -167)]",https://www.oddsportal.com/baseball/usa/mlb-2011/new-york-mets-miami-marlins-8KumsAM3/
16 May 2011,Regular,0,Detroit Tigers,Toronto Blue Jays,2,4,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/detroit-tigers-toronto-blue-jays-z7suqWii/
16 May 2011,Regular,0,St.Louis Cardinals,Philadelphia Phillies,3,1,"[(120, -154)]",https://www.oddsportal.com/baseball/usa/mlb-2011/st-louis-cardinals-philadelphia-phillies-02xqY5qj/
16 May 2011,Regular,0,Washington Nationals,Pittsburgh Pirates,4,2,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/washington-nationals-pittsburgh-pirates-Ectqrj7c/
16 May 2011,Regular,0,Tampa Bay Rays,New York Yankees,6,5,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/tampa-bay-rays-new-york-yankees-KOU9LnFj/
15 May 2011,Regular,0,New York Yankees,Boston Red Sox,5,7,"[(110, -143)]",https://www.oddsportal.com/baseball/usa/mlb-2011/new-york-yankees-boston-red-sox-tYV5MSap/
15 May 2011,Regular,0,Los Angeles Dodgers,Arizona Diamondbacks,1,4,"[(-118, -118)]",https://www.oddsportal.com/baseball/usa/mlb-2011/los-angeles-dodgers-arizona-diamondbacks-bJ3VSwHa/
15 May 2011,Regular,0,Athletics,Chicago White Sox,3,4,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/athletics-chicago-white-sox-lx8xveVH/
15 May 2011,Regular,0,Colorado Rockies,San Diego Padres,2,8,"[(-154, 120)]",https://www.oddsportal.com/baseball/usa/mlb-2011/colorado-rockies-san-diego-padres-zZ3YvyGB/
15 May 2011,Regular,0,Texas Rangers,Los Angeles Angels,5,4,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/texas-rangers-los-angeles-angels-hAETuH05/
15 May 2011,Regular,0,Milwaukee Brewers,Pittsburgh Pirates,9,6,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/milwaukee-brewers-pittsburgh-pirates-tSnDswWh/
15 May 2011,Regular,0,Minnesota Twins,Toronto Blue Jays,3,11,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/minnesota-twins-toronto-blue-jays-2yl9rJGn/
15 May 2011,Regular,0,Houston Astros,New York Mets,4,7,"[(-118, -118)]",https://www.oddsportal.com/baseball/usa/mlb-2011/houston-astros-new-york-mets-KCb4qa1t/
15 May 2011,Regular,0,Tampa Bay Rays,Baltimore Orioles,3,9,"[(-133, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2011/tampa-bay-rays-baltimore-orioles-SbenPeGO/
15 May 2011,Regular,0,Atlanta Braves,Philadelphia Phillies,3,2,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/atlanta-braves-philadelphia-phillies-pK7xlugP/
15 May 2011,Regular,0,Washington Nationals,Miami Marlins,8,4,"[(-133, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2011/washington-nationals-miami-marlins-l8drQy1I/
15 May 2011,Regular,0,Cincinnati Reds,St.Louis Cardinals,9,7,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/cincinnati-reds-st-louis-cardinals-WW1wRHoC/
14 May 2011,Regular,0,Chicago Cubs,San Francisco Giants,0,3,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/chicago-cubs-san-francisco-giants-t6otOOPD/
14 May 2011,Regular,0,Los Angeles Dodgers,Arizona Diamondbacks,0,1,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/los-angeles-dodgers-arizona-diamondbacks-4namCIWI/
14 May 2011,Regular,0,New York Yankees,Boston Red Sox,0,6,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/new-york-yankees-boston-red-sox-KrmAVuXt/
14 May 2011,Regular,0,Cincinnati Reds,St.Louis Cardinals,7,3,"[(-133, 100)]",https://www.oddsportal.com/baseball/usa/mlb-2011/cincinnati-reds-st-louis-cardinals-lYTkaumD/
14 May 2011,Regular,0,Detroit Tigers,Kansas City Royals,3,0,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/detroit-tigers-kansas-city-royals-A91vy29J/
14 May 2011,Regular,0,Milwaukee Brewers,Pittsburgh Pirates,8,2,"[(-167, 129)]",https://www.oddsportal.com/baseball/usa/mlb-2011/milwaukee-brewers-pittsburgh-pirates-0f2WF0Xg/
14 May 2011,Regular,0,Minnesota Twins,Toronto Blue Jays,3,9,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/minnesota-twins-toronto-blue-jays-bZoEUanm/
14 May 2011,Regular,0,Tampa Bay Rays,Baltimore Orioles,0,6,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/tampa-bay-rays-baltimore-orioles-IVdyFKn0/
14 May 2011,Regular,0,Texas Rangers,Los Angeles Angels,2,3,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/texas-rangers-los-angeles-angels-2LZlM2fQ/
14 May 2011,Regular,0,Athletics,Chicago White Sox,6,2,"[(-125, -111)]",https://www.oddsportal.com/baseball/usa/mlb-2011/athletics-chicago-white-sox-OOuGHM2s/
14 May 2011,Regular,0,Houston Astros,New York Mets,7,3,"[(-111, -125)]",https://www.oddsportal.com/baseball/usa/mlb-2011/houston-astros-new-york-mets-l00rzMOP/
14 May 2011,Regular,0,Colorado Rockies,San Diego Padres,7,9,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/colorado-rockies-san-diego-padres-dMeuEv26/
14 May 2011,Regular,0,Atlanta Braves,Philadelphia Phillies,5,3,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/atlanta-braves-philadelphia-phillies-KdppNruK/
14 May 2011,Regular,0,Washington Nationals,Miami Marlins,0,1,"[(100, -133)]",https://www.oddsportal.com/baseball/usa/mlb-2011/washington-nationals-miami-marlins-jqeqDbHC/
13 May 2011,Regular,0,Los Angeles Dodgers,Arizona Diamondbacks,4,3,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/los-angeles-dodgers-arizona-diamondbacks-02CgA5eE/
13 May 2011,Regular,0,Athletics,Chicago White Sox,3,4,"[(-143, 110)]",https://www.oddsportal.com/baseball/usa/mlb-2011/athletics-chicago-white-sox-WrGh4F7e/
13 May 2011,Regular,0,Colorado Rockies,San Diego Padres,12,7,"[(-182, 140)]",https://www.oddsportal.com/baseball/usa/mlb-2011/colorado-rockies-san-diego-padres-v9J02gx8/
